Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,762
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,UNAUTHORIZED USE VEHICLE 2,RESIDENCE-HOUSE,25-44,WHITE,M,25-44,WHITE,M,,,,,,,,,763
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",OTHER,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,,,,,,,,764
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,765
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE,F,,,,,,,,,766
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,767
View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,Sedan,,"TRESPASS 3, CRIMINAL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,768
Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",18-24,M,WHITE,,,,,,,,,,,,,,,,,,769
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",45-64,M,UNKNOWN,,,,,,,,,,,,,,,,,,794
Other Vehicular,Sedan,,,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,830
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,,,,,,,,,,,FALSE,,,,18-24,M,BLACK,831
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,,,,,,,,,,,,,,,,,,832
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,UNKNOWN,WHITE,M,18-24,WHITE,F,,,,,,,,,833
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,,,,,,,,,,,,,,,,,,834
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,FALSE,18-24,M,BLACK,18-24,M,BLACK,835
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,45-64,WHITE,M,45-64,WHITE,M,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,836
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,PVT HOUSE,TRUE,25-44,F,WHITE,25-44,M,WHITE,837
Failure to Yield Right-of-Way,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,838
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,839
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,(null),(null),(null),25-44,UNKNOWN,M,,,,,,,,,840
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE-HOUSE,18-24,WHITE,M,UNKNOWN,UNKNOWN,D,,,,,,,,,841
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,MISDEMEANOR,"STOLEN PROPERTY 3,POSSESSION",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE HISPANIC,M,,,,,,,,,842
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,843
Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,844
Backing Unsafely,Sedan,Sedan,PASSENGER VEHICLE,"CRIMINAL MISCHIEF 4TH, GRAFFITI",25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,25-44,BLACK,M,25-44,BLACK,M,,,,,,,,,845
Driver Inattention/Distraction,PASSENGER VEHICLE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,846
Backing Unsafely,Station Wagon/Sport Utility Vehicle,Sedan,SPORT UTILITY / STATION WAGON,"WEAPONS, POSSESSION, ETC",45-64,M,WHITE,,,,,,,,,,,,,,,,,,869
Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,870
Driver Inattention/Distraction,Sedan,UNKNOWN,,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",45-64,M,WHITE,,,,,,,,,,,,,,,,,,871
Failure to Keep Right,UNKNOWN,PASSENGER VEHICLE,,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,907
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,908
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,909
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,GROCERY/BODEGA,FALSE,25-44,M,WHITE,25-44,M,BLACK HISPANIC,910
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,65+,WHITE,M,45-64,WHITE,F,,,,,,,,,911
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",18-24,M,WHITE,,,,,,,,,,,,,,,,,,912
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,,,,,,,,,913
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",18-24,M,WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE,F,,,,,,,,,914
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,45-64,WHITE,F,25-44,WHITE HISPANIC,M,,,,,,,,,915
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,(null),(null),(null),45-64,WHITE,F,,,,,,,,,916
Driver Inattention/Distraction,Sedan,Sedan,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,65+,WHITE,F,,,,,,,,,917
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,918
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,F,25-44,WHITE,M,,FALSE,18-24,F,WHITE,18-24,M,WHITE,919
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,18-24,BLACK,M,45-64,WHITE,M,,,,,,,,,920
Backing Unsafely,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT FROM AUTO",RESIDENCE-HOUSE,45-64,WHITE,F,UNKNOWN,UNKNOWN,F,,,,,,,,,921
Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,,"INTOXICATED DRIVING,ALCOHOL",45-64,M,WHITE,,,,,,,,,,,,,,,,,,945
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,946
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,PASSENGER VEHICLE,"ASSAULT 2,1,UNCLASSIFIED",25-44,M,WHITE,,,,,,,,,,,,,,,,,,947
Physical Disability,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,"BURGLARY,UNCLASSIFIED,UNKNOWN",45-64,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",OTHER,25-44,WHITE,F,UNKNOWN,UNKNOWN,D,,,,,,,,,949
Obstruction/Debris,PASSENGER VEHICLE,Sedan,,UNAUTHORIZED USE VEHICLE 2,25-44,M,WHITE,,,,,,,,,,,,,,,,,,950
Animals Action,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,,,,,,,983
Following Too Closely,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Sedan,,,,,,,,,,,,,,,,,,,,,,984
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,WHITE,,,,,,,,,,,,,,,,,,986
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",18-24,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,987
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,65+,WHITE,U,65+,WHITE,F,,,,,,,,,989
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",25-44,M,WHITE,,,,,,,,,,,,,,,,,,990
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,991
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,65+,UNKNOWN,E,,,,,,,,,992
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,45-64,UNKNOWN,F,25-44,ASIAN / PACIFIC ISLANDER,F,PVT HOUSE,TRUE,18-24,M,WHITE,18-24,M,WHITE,993
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",MAILBOX OUTSIDE,25-44,WHITE,F,25-44,WHITE,F,,,,,,,,,994
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT FROM AUTO",RESIDENCE-HOUSE,(null),(null),(null),65+,WHITE HISPANIC,F,,,,,,,,,995
Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,996
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3,PARKING LOT/GARAGE (PUBLIC),18-24,WHITE,M,UNKNOWN,UNKNOWN,D,,,,,,,,,997
View Obstructed/Limited,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,,,,,,,,,,,,,,,,,,1010
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,45-64,M,WHITE,,,,,,,,,,,,,,,,,,1024
Following Too Closely,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,1025
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,FALSE,,,,25-44,M,BLACK,1028
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,ASSAULT 3,45-64,M,WHITE,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,25-44,UNKNOWN,M,25-44,WHITE,F,,,,,,,,,1029
Unspecified,OTHER,OTHER,,,,,,,,,,,,,,,,,,,,,,,1058
Following Too Closely,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Pick-up Truck,,,,,,,,,,,,,,,,,,,,,,1059
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,,,,,,,,,,,,,,,,,,1061
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",PARKING LOT/GARAGE (PUBLIC),(null),(null),(null),45-64,WHITE,M,,,,,,,,,1062
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",18-24,M,WHITE,,,,,,,,,,,,,,,,,,1063
Driver Inattention/Distraction,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,,,,,,1064
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,1065
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT FROM AUTO",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,M,65+,WHITE,M,,,,,,,,,1066
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,(null),(null),(null),65+,WHITE,F,,,,,,,,,1067
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,WHITE,F,,,,,,,,,1068
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,(null),(null),(null),45-64,ASIAN / PACIFIC ISLANDER,M,,TRUE,18-24,M,WHITE,45-64,F,WHITE,1069
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,25-44,WHITE,M,25-44,WHITE,F,,,,,,,,,1070
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,(null),(null),(null),65+,WHITE,M,,,,,,,,,1071
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,RECKLESS ENDANGERMENT 2,STREET,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,,,,,,,,,1072
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,,,,,,,,,,,,,,,,,,1073
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,(null),(null),(null),45-64,WHITE,M,PVT HOUSE,TRUE,65+,M,WHITE,65+,F,WHITE,1083
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - PUBLIC HOUSING,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1084
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,25-44,BLACK,M,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,1085
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,M,25-44,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,1086
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,<18,BLACK,F,RESTAURANT/DINER,FALSE,25-44,M,BLACK,25-44,M,BLACK,1087
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"CHILD, ENDANGERING WELFARE",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,,,,,,,,,1088
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,45-64,WHITE,F,,,,,,,,,1089
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,,,,,,,,1090
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Sedan,WEAPONS POSSESSION 1 & 2,45-64,M,WHITE,,,,,,,,,,,,,,,,,,1091
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,1092
Following Too Closely,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,,,,,,,,,,,,,,,,,1099
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,,,,,,,,,,,,,,,,,,1100
Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",25-44,M,WHITE,,,,,,,,,,,,,,,,,,1102
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,45-64,M,WHITE,,,,,,,,,,,,,,,,,,1103
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,1104
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,(null),(null),(null),25-44,BLACK,F,,,,,,,,,1105
Driver Inattention/Distraction,Sedan,Sedan,,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,1106
Driver Inattention/Distraction,Sedan,,,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,1133
Unsafe Speed,PASSENGER VEHICLE,Sedan,,,,,,,,,,,,,,,,,,,,,,,1134
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,F,WHITE,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",CHAIN STORE,(null),(null),(null),65+,WHITE,M,,,,,,,,,1137
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,F,WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,F,45-64,WHITE,F,,,,,,,,,1138
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,45-64,UNKNOWN,F,UNKNOWN,WHITE,F,,,,,,,,,1139
Backing Unsafely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"MENACING,UNCLASSIFIED",25-44,M,WHITE,,,,,,,,,,,,,,,,,,1141
